run,dataset,run_role,kind,panel_code,panel,detector,budget_nominal,budget_target,attack_strength,n_total,n_A_B,n_A_J,n_timely_A_B,n_matched_contract_pass,n_all_trial_contract_pass,coverage_budget,coverage_joint,matched_burden_timely_at_k,matched_burden_contract_pass_rate,all_trial_contract_pass_rate,mean_tiw_clean_matched,mean_tiw_corrupted_matched,mean_cad_win_matched,mean_false_alert_events_corrupted_matched,matched_tol_budget,matched_tol_tiw,safety_eps,tiw_cap
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,all_only,control,stale,1.0,1.0,0.5,80,58,58,0,0,11,0.725,0.725,0.0,0.0,0.1375,0.06896551724137932,0.06896551724137932,0.0,0.8275862068965518,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,T2,1.0,1.0,0.5,80,80,13,28,1,1,1.0,0.1625,0.35,0.0125,0.0125,0.2530172413793103,0.25366379310344833,0.0625,1.1508620689655173,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,cusum_factor_cov_lrt,1.0,1.0,0.5,80,80,26,32,12,12,1.0,0.325,0.4,0.15,0.15,0.25323275862068967,0.2543103448275862,0.035416666666666666,1.114655172413793,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,ewma_factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,8,0.0,0.0,nan,nan,0.1,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,factor_cov_change,1.0,1.0,0.5,80,0,0,0,0,15,0.0,0.0,nan,nan,0.1875,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,factor_cov_delta,1.0,1.0,0.5,80,61,14,10,10,18,0.7625,0.175,0.16393442622950818,0.16393442622950818,0.225,0.2249858677218768,0.22272470322215937,0.0,0.8004522328999436,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,11,0.0,0.0,nan,nan,0.1375,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,factor_cov_lrt_delta,1.0,1.0,0.5,80,4,4,1,0,0,0.05,0.05,0.25,0.0,0.0,0.10344827586206896,0.10344827586206896,0.20833333333333331,1.2413793103448276,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,fused_fisher,1.0,1.0,0.5,80,60,60,12,12,24,0.75,0.75,0.2,0.2,0.3,0.1781609195402299,0.17672413793103453,0.019444444444444445,0.8034482758620691,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,fused_fisher_lrt_delta,1.0,1.0,0.5,80,0,0,0,0,17,0.0,0.0,nan,nan,0.2125,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,fused_sp,1.0,1.0,0.5,80,56,9,9,9,20,0.7,0.1125,0.16071428571428573,0.16071428571428573,0.25,0.23029556650246308,0.23029556650246308,0.0,0.8275862068965517,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,fused_sp_lrt_delta,1.0,1.0,0.5,80,56,56,7,7,20,0.7,0.7,0.125,0.125,0.25,0.1982758620689655,0.1982758620689655,0.0,0.8275862068965517,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,max_abs,1.0,1.0,0.5,80,80,3,28,3,3,1.0,0.0375,0.35,0.0375,0.0375,0.2849137931034483,0.2849137931034483,0.0,1.1379310344827587,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,pc_t2,1.0,1.0,0.5,80,59,9,11,9,19,0.7375,0.1125,0.1864406779661017,0.15254237288135594,0.2375,0.2457627118644068,0.2457627118644068,0.0,0.8275862068965519,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,res_energy,1.0,1.0,0.5,80,55,8,6,6,14,0.6875,0.1,0.10909090909090909,0.10909090909090909,0.175,0.22978056426332288,0.229153605015674,0.0,0.8200626959247653,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,full,full,stale,1.0,1.0,0.5,80,80,80,22,18,18,1.0,1.0,0.275,0.225,0.225,0.13857758620689656,0.12995689655172413,0.07708333333333332,1.068103448275862,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,T2,1.0,1.0,0.5,80,80,10,20,9,9,1.0,0.125,0.25,0.1125,0.1125,0.25495689655172415,0.2510775862068966,0.01875,0.8922413793103449,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,coh_resid_energy,1.0,1.0,0.5,80,80,40,22,22,22,1.0,0.5,0.275,0.275,0.275,0.20538793103448275,0.20323275862068968,0.0,0.9129310344827587,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,coh_resid_t2,1.0,1.0,0.5,80,80,12,24,4,4,1.0,0.15,0.3,0.05,0.05,0.25323275862068967,0.24913793103448273,0.03958333333333333,1.0887931034482758,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,cusum_coh_resid_t2,1.0,1.0,0.5,80,38,19,16,5,5,0.475,0.2375,0.42105263157894735,0.13157894736842105,0.0625,0.2254990925589837,0.2254990925589837,0.04824561403508772,1.0508166969147006,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,cusum_factor_cov_lrt,1.0,1.0,0.5,80,77,0,50,0,0,0.9625,0.0,0.6493506493506493,0.0,0.0,0.4171518137035378,0.4178235557545902,0.006493506493506494,1.1500223914017016,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,ewma_coh_resid_t2,1.0,1.0,0.5,80,80,0,28,0,0,1.0,0.0,0.35,0.0,0.0,0.3165948275862069,0.3146551724137931,0.0,0.949137931034483,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,ewma_factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,13,0.0,0.0,nan,nan,0.1625,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,factor_cov_change,1.0,1.0,0.5,80,0,0,0,0,16,0.0,0.0,nan,nan,0.2,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,factor_cov_delta,1.0,1.0,0.5,80,61,14,10,10,18,0.7625,0.175,0.16393442622950818,0.16393442622950818,0.225,0.2249858677218768,0.2249858677218768,0.0,0.827586206896552,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,11,0.0,0.0,nan,nan,0.1375,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,factor_cov_lrt_delta,1.0,1.0,0.5,80,80,37,24,18,18,1.0,0.4625,0.3,0.225,0.225,0.21853448275862072,0.22155172413793106,0.039583333333333325,1.1508620689655173,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,fused_fisher,1.0,1.0,0.5,80,41,41,17,3,3,0.5125,0.5125,0.4146341463414634,0.07317073170731707,0.0375,0.1770395290159798,0.1770395290159798,0.0,1.2262405382674517,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,fused_fisher_lrt_delta,1.0,1.0,0.5,80,58,8,6,6,14,0.725,0.1,0.10344827586206896,0.10344827586206896,0.175,0.2303804994054697,0.23097502972651607,0.034482758620689655,0.8347205707491083,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,fused_sp,1.0,1.0,0.5,80,55,6,5,5,16,0.6875,0.075,0.09090909090909091,0.09090909090909091,0.2,0.21849529780564259,0.21849529780564259,0.0,0.8275862068965522,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,fused_sp_lrt_delta,1.0,1.0,0.5,80,55,6,5,5,16,0.6875,0.075,0.09090909090909091,0.09090909090909091,0.2,0.21849529780564259,0.21849529780564259,0.0,0.8275862068965522,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,max_abs,1.0,1.0,0.5,80,80,9,23,9,9,1.0,0.1125,0.2875,0.1125,0.1125,0.25452586206896555,0.25452586206896555,0.0,0.9568965517241381,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,pc_t2,1.0,1.0,0.5,80,58,8,5,5,19,0.725,0.1,0.08620689655172414,0.08620689655172414,0.2375,0.21521997621878708,0.21521997621878708,0.0,0.8275862068965518,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,res_energy,1.0,1.0,0.5,80,55,6,9,5,17,0.6875,0.075,0.16363636363636364,0.09090909090909091,0.2125,0.23385579937304074,0.23385579937304074,0.0303030303030303,0.8275862068965522,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,corr_mix,score_only,attacked,stale,1.0,1.0,0.5,80,0,0,0,0,15,0.0,0.0,nan,nan,0.1875,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,T2,1.0,1.0,1.0,80,0,0,0,0,19,0.0,0.0,nan,nan,0.2375,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,cusum_factor_cov_lrt,1.0,1.0,1.0,80,80,0,37,0,0,1.0,0.0,0.4625,0.0,0.0,0.29137931034482756,0.29137931034482756,0.0,0.9543103448275861,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,ewma_factor_cov_lrt,1.0,1.0,1.0,80,0,0,0,0,19,0.0,0.0,nan,nan,0.2375,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,factor_cov_change,1.0,1.0,1.0,80,0,0,0,0,18,0.0,0.0,nan,nan,0.225,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,factor_cov_delta,1.0,1.0,1.0,80,0,0,0,0,18,0.0,0.0,nan,nan,0.225,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,factor_cov_lrt,1.0,1.0,1.0,80,60,60,4,4,17,0.75,0.75,0.06666666666666667,0.06666666666666667,0.2125,0.20316091954022994,0.20316091954022994,0.0,0.8275862068965519,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,factor_cov_lrt_delta,1.0,1.0,1.0,80,80,80,19,19,19,1.0,1.0,0.2375,0.2375,0.2375,0.1726293103448276,0.1726293103448276,0.0,0.9568965517241381,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,fused_fisher,1.0,1.0,1.0,80,0,0,0,0,17,0.0,0.0,nan,nan,0.2125,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,fused_fisher_lrt_delta,1.0,1.0,1.0,80,0,0,0,0,12,0.0,0.0,nan,nan,0.15,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,fused_sp,1.0,1.0,1.0,80,0,0,0,0,16,0.0,0.0,nan,nan,0.2,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,fused_sp_lrt_delta,1.0,1.0,1.0,80,0,0,0,0,13,0.0,0.0,nan,nan,0.1625,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,max_abs,1.0,1.0,1.0,80,80,20,26,18,18,1.0,0.25,0.325,0.225,0.225,0.21982758620689652,0.21982758620689652,0.0,0.9465517241379311,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,pc_t2,1.0,1.0,1.0,80,58,17,8,8,10,0.725,0.2125,0.13793103448275862,0.13793103448275862,0.125,0.22235434007134364,0.22235434007134364,0.0,0.8275862068965518,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,res_energy,1.0,1.0,1.0,80,0,0,0,0,18,0.0,0.0,nan,nan,0.225,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,all_only,control,stale,1.0,1.0,1.0,80,58,58,0,0,11,0.725,0.725,0.0,0.0,0.1375,0.06896551724137932,0.06896551724137932,0.0,0.8275862068965518,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,T2,1.0,1.0,1.0,80,80,13,52,1,1,1.0,0.1625,0.65,0.0125,0.0125,0.2530172413793103,0.23189655172413795,0.4145833333333333,0.8922413793103449,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,cusum_factor_cov_lrt,1.0,1.0,1.0,80,80,26,57,19,19,1.0,0.325,0.7125,0.2375,0.2375,0.25323275862068967,0.25732758620689655,0.4854166666666666,1.1793103448275863,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,ewma_factor_cov_lrt,1.0,1.0,1.0,80,0,0,0,0,16,0.0,0.0,nan,nan,0.2,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,factor_cov_change,1.0,1.0,1.0,80,0,0,0,0,10,0.0,0.0,nan,nan,0.125,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,factor_cov_delta,1.0,1.0,1.0,80,61,14,10,10,18,0.7625,0.175,0.16393442622950818,0.16393442622950818,0.225,0.2249858677218768,0.22526851328434144,0.0273224043715847,0.7699265121537593,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,factor_cov_lrt,1.0,1.0,1.0,80,0,0,0,0,18,0.0,0.0,nan,nan,0.225,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,factor_cov_lrt_delta,1.0,1.0,1.0,80,4,4,0,0,0,0.05,0.05,0.0,0.0,0.0,0.10344827586206896,0.11637931034482758,0.3333333333333333,1.3448275862068966,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,fused_fisher,1.0,1.0,1.0,80,60,60,14,14,25,0.75,0.75,0.23333333333333334,0.23333333333333334,0.3125,0.1781609195402299,0.18045977011494255,0.03888888888888888,0.7931034482758623,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,fused_fisher_lrt_delta,1.0,1.0,1.0,80,0,0,0,0,17,0.0,0.0,nan,nan,0.2125,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,fused_sp,1.0,1.0,1.0,80,56,9,10,9,20,0.7,0.1125,0.17857142857142858,0.16071428571428573,0.25,0.23029556650246308,0.22814039408866996,0.041666666666666664,0.8054187192118227,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,fused_sp_lrt_delta,1.0,1.0,1.0,80,56,56,4,4,15,0.7,0.7,0.07142857142857142,0.07142857142857142,0.1875,0.1982758620689655,0.1961206896551724,0.044642857142857144,0.8201970443349753,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,max_abs,1.0,1.0,1.0,80,80,3,27,3,3,1.0,0.0375,0.3375,0.0375,0.0375,0.2849137931034483,0.2808189655172414,0.041666666666666664,1.1172413793103448,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,pc_t2,1.0,1.0,1.0,80,59,9,11,9,19,0.7375,0.1125,0.1864406779661017,0.15254237288135594,0.2375,0.2457627118644068,0.24313267095265928,0.0,0.8170660432495619,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,res_energy,1.0,1.0,1.0,80,55,8,7,6,14,0.6875,0.1,0.12727272727272726,0.10909090909090909,0.175,0.22978056426332288,0.22946708463949844,0.01818181818181818,0.8163009404388719,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,full,full,stale,1.0,1.0,1.0,80,80,80,58,38,38,1.0,1.0,0.725,0.475,0.475,0.13857758620689656,0.11163793103448276,0.6604166666666667,0.9129310344827587,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,T2,1.0,1.0,1.0,80,80,10,21,9,9,1.0,0.125,0.2625,0.1125,0.1125,0.25495689655172415,0.25862068965517243,0.06666666666666667,0.9594827586206897,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,coh_resid_energy,1.0,1.0,1.0,80,80,40,32,27,27,1.0,0.5,0.4,0.3375,0.3375,0.20538793103448275,0.1879310344827586,0.18333333333333332,0.7655172413793103,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,coh_resid_t2,1.0,1.0,1.0,80,80,12,60,4,4,1.0,0.15,0.75,0.05,0.05,0.25323275862068967,0.23275862068965517,0.4729166666666666,0.9103448275862069,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,cusum_coh_resid_t2,1.0,1.0,1.0,80,38,19,31,15,15,0.475,0.2375,0.8157894736842105,0.39473684210526316,0.1875,0.2254990925589837,0.2223230490018149,0.6535087719298245,1.0508166969147006,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,cusum_factor_cov_lrt,1.0,1.0,1.0,80,77,0,68,0,0,0.9625,0.0,0.8831168831168831,0.0,0.0,0.4171518137035378,0.4308105687416033,0.30519480519480513,1.1742051052395879,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,ewma_coh_resid_t2,1.0,1.0,1.0,80,80,0,58,0,0,1.0,0.0,0.725,0.0,0.0,0.3165948275862069,0.28771551724137934,0.40625,0.7836206896551724,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,ewma_factor_cov_lrt,1.0,1.0,1.0,80,0,0,0,0,20,0.0,0.0,nan,nan,0.25,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,factor_cov_change,1.0,1.0,1.0,80,0,0,0,0,12,0.0,0.0,nan,nan,0.15,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,factor_cov_delta,1.0,1.0,1.0,80,61,14,10,10,16,0.7625,0.175,0.16393442622950818,0.16393442622950818,0.2,0.2249858677218768,0.23176936122102884,0.07650273224043715,0.7767100056529115,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,factor_cov_lrt,1.0,1.0,1.0,80,0,0,0,0,26,0.0,0.0,nan,nan,0.325,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,factor_cov_lrt_delta,1.0,1.0,1.0,80,80,37,0,0,0,1.0,0.4625,0.0,0.0,0.0,0.21853448275862072,0.24568965517241378,0.2208333333333333,1.2387931034482762,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,fused_fisher,1.0,1.0,1.0,80,41,41,24,1,1,0.5125,0.5125,0.5853658536585366,0.024390243902439025,0.0125,0.1770395290159798,0.17283431455004203,0.27235772357723576,0.9789739276703111,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,fused_fisher_lrt_delta,1.0,1.0,1.0,80,58,8,6,6,14,0.725,0.1,0.10344827586206896,0.10344827586206896,0.175,0.2303804994054697,0.23305588585017833,0.04597701149425287,0.8418549346016647,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,fused_sp,1.0,1.0,1.0,80,55,6,6,5,17,0.6875,0.075,0.10909090909090909,0.09090909090909091,0.2125,0.21849529780564259,0.21974921630094035,0.006060606060606061,0.8426332288401258,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,fused_sp_lrt_delta,1.0,1.0,1.0,80,55,6,6,5,13,0.6875,0.075,0.10909090909090909,0.09090909090909091,0.1625,0.21849529780564259,0.22100313479623818,0.00909090909090909,0.8351097178683389,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,max_abs,1.0,1.0,1.0,80,80,9,24,9,9,1.0,0.1125,0.3,0.1125,0.1125,0.25452586206896555,0.25732758620689655,0.05416666666666666,0.9543103448275863,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,pc_t2,1.0,1.0,1.0,80,58,8,8,5,17,0.725,0.1,0.13793103448275862,0.08620689655172414,0.2125,0.21521997621878708,0.21521997621878708,0.014367816091954021,0.8240190249702737,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,res_energy,1.0,1.0,1.0,80,55,6,8,5,13,0.6875,0.075,0.14545454545454545,0.09090909090909091,0.1625,0.23385579937304074,0.2373040752351097,0.01515151515151515,0.8426332288401258,0.1,0.1,0.1,0.2
cfpb_online_recal1_tiw020_seed0,CFPB,tiw_020,freeze,score_only,attacked,stale,1.0,1.0,1.0,80,0,0,0,0,58,0.0,0.0,nan,nan,0.725,nan,nan,nan,nan,0.1,0.1,0.1,0.2
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,T2,1.0,1.0,0.5,80,0,0,0,0,14,0.0,0.0,nan,nan,0.175,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,cusum_factor_cov_lrt,1.0,1.0,0.5,80,80,0,37,0,0,1.0,0.0,0.4625,0.0,0.0,0.29137931034482756,0.29137931034482756,0.0,0.9543103448275861,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,ewma_factor_cov_lrt,1.0,1.0,0.5,80,0,0,0,0,14,0.0,0.0,nan,nan,0.175,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,factor_cov_change,1.0,1.0,0.5,80,0,0,0,0,14,0.0,0.0,nan,nan,0.175,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,factor_cov_delta,1.0,1.0,0.5,80,67,10,6,6,16,0.8375,0.125,0.08955223880597014,0.08955223880597014,0.2,0.17858980957282558,0.17858980957282558,0.0,0.8275862068965518,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,factor_cov_lrt,1.0,1.0,0.5,80,56,56,5,5,15,0.7,0.7,0.08928571428571429,0.08928571428571429,0.1875,0.13454433497536947,0.13454433497536947,0.0,0.8275862068965517,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,factor_cov_lrt_delta,1.0,1.0,0.5,80,57,57,5,5,14,0.7125,0.7125,0.08771929824561403,0.08771929824561403,0.175,0.1358136721113128,0.1358136721113128,0.0,0.8275862068965518,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,fused_fisher,1.0,1.0,0.5,80,0,0,0,0,14,0.0,0.0,nan,nan,0.175,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,fused_fisher_lrt_delta,1.0,1.0,0.5,80,0,0,0,0,12,0.0,0.0,nan,nan,0.15,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,fused_sp,1.0,1.0,0.5,80,0,0,0,0,12,0.0,0.0,nan,nan,0.15,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,fused_sp_lrt_delta,1.0,1.0,0.5,80,0,0,0,0,10,0.0,0.0,nan,nan,0.125,nan,nan,nan,nan,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,max_abs,1.0,1.0,0.5,80,59,15,12,9,10,0.7375,0.1875,0.2033898305084746,0.15254237288135594,0.125,0.1729982466393922,0.1729982466393922,0.0,0.8275862068965519,0.1,0.1,0.1,0.15
cfpb_recal_win36_seed0,CFPB,sensitivity_win36,corr_mix,all_only,control,pc_t2,1.0,1.0,0.5,80,0,0,0,0,12,0.0,0.0,nan,nan,0.15,nan,nan,nan,nan,0.1,0.1,0.1,0.15
